ID	did	seurat_cluster	kmeans_cluster	labels
Cell5325	1	4	6	5
Cell5326	1	7	1	8
Cell5327	1	2	4	6
Cell5328	1	13	6	5
Cell5330	1	12	2	3
Cell5331	1	4	6	5
Cell5332	1	11	1	4
Cell5333	1	5	2	3
Cell5334	1	7	1	8
Cell5335	1	2	4	6
Cell5336	1	2	4	6
Cell5337	1	2	4	6
Cell5338	1	4	6	5
Cell5339	1	8	6	1
Cell5340	1	7	1	8
Cell5341	1	3	7	2
Cell5342	1	11	1	4
Cell5343	1	1	3	7
Cell5344	1	9	6	1
Cell5346	1	13	6	5
Cell5347	1	4	6	5
Cell5348	1	8	6	1
Cell5349	1	13	6	5
Cell5350	1	3	7	2
Cell5351	1	2	8	6
Cell5352	1	3	7	2
Cell5353	1	2	8	6
Cell5355	1	9	6	1
Cell5356	1	4	6	5
Cell5357	1	1	3	7
Cell5358	1	12	2	3
Cell5359	1	1	3	7
Cell5360	1	9	6	1
Cell5361	1	3	7	2
Cell5362	1	3	5	2
Cell5363	1	5	2	3
Cell5364	1	1	3	7
Cell5365	1	3	5	2
Cell5366	1	6	1	4
Cell5367	1	11	1	4
Cell5368	1	4	6	5
Cell5369	1	8	6	1
Cell5370	1	10	1	8
Cell5371	1	1	3	7
Cell5372	1	1	3	7
Cell5373	1	11	1	4
Cell5374	1	6	1	4
Cell5375	1	6	1	4
Cell5376	1	6	1	4
Cell5377	1	3	5	2
Cell5378	1	5	2	3
Cell5379	1	8	6	1
Cell5380	1	2	4	6
Cell5381	1	4	6	5
Cell5382	1	9	6	1
Cell5383	1	1	3	7
Cell5384	1	3	5	2
Cell5385	1	4	6	5
Cell5386	1	3	7	2
Cell5387	1	10	1	8
Cell5388	1	4	6	5
Cell5389	1	9	6	1
Cell5390	1	8	6	1
Cell5391	1	11	1	4
Cell5392	1	10	1	8
Cell5393	1	2	4	6
Cell5394	1	2	4	6
Cell5395	1	1	3	7
Cell5396	1	10	1	8
Cell5397	1	10	1	8
Cell5398	1	11	1	4
Cell5399	1	11	1	4
Cell5400	1	12	2	3
Cell5401	1	1	3	7
Cell5402	1	2	8	6
Cell5404	1	1	3	7
Cell5405	1	3	7	2
Cell5406	1	2	8	6
Cell5407	1	2	4	6
Cell5408	1	2	8	6
Cell5409	1	4	6	5
Cell5410	1	13	6	5
Cell5411	1	1	3	7
Cell5412	1	8	6	1
Cell5414	1	9	6	1
Cell5415	1	4	6	5
Cell5416	1	9	6	1
Cell5417	1	9	6	1
Cell5418	1	1	3	7
Cell5419	1	1	3	7
Cell5420	1	2	4	6
Cell5421	1	9	6	1
Cell5422	1	12	2	3
Cell5423	1	1	3	7
Cell5424	1	8	6	1
Cell5425	1	9	6	1
Cell5426	1	4	6	5
Cell5428	1	8	6	1
Cell5429	1	3	5	2
Cell5430	1	7	1	8
Cell5432	1	2	8	6
Cell5433	1	8	6	1
Cell5434	1	10	1	8
Cell5435	1	6	1	4
Cell5436	1	2	4	6
Cell5437	1	2	4	6
Cell5438	1	2	4	6
Cell5439	1	6	1	4
Cell5440	1	8	6	1
Cell5441	1	7	1	8
Cell5442	1	12	2	3
Cell5443	1	1	3	7
Cell5444	1	5	2	3
Cell5445	1	1	3	7
Cell5446	1	8	6	1
Cell5447	1	3	5	2
Cell5448	1	3	5	2
Cell5449	1	5	2	3
Cell5450	1	1	3	7
Cell5451	1	2	8	6
Cell5452	1	4	6	5
Cell5453	1	1	3	7
Cell5454	1	2	8	6
Cell5455	1	2	4	6
Cell5456	1	5	2	3
Cell5457	1	3	5	2
Cell5458	1	13	6	5
Cell5459	1	4	6	5
Cell5460	1	2	8	6
Cell5461	1	10	1	8
Cell5462	1	2	4	6
Cell5463	1	3	5	2
Cell5464	1	10	1	8
Cell5465	1	13	6	5
Cell5466	1	2	8	6
Cell5467	1	11	1	4
Cell5468	1	3	7	2
Cell5469	1	1	3	7
Cell5470	1	9	6	1
Cell5471	1	4	6	5
Cell5473	1	5	2	3
Cell5474	1	4	6	5
Cell5475	1	12	2	3
Cell5476	1	1	3	7
Cell5477	1	10	1	8
Cell5479	1	1	3	7
Cell5480	1	12	2	3
Cell5481	1	4	6	5
Cell5482	1	3	7	2
Cell5483	1	2	4	6
Cell5484	1	13	6	5
Cell5485	1	3	5	2
Cell5486	1	12	2	3
Cell5487	1	7	1	8
Cell5488	1	5	2	3
Cell5489	1	10	1	8
Cell5490	1	2	8	6
Cell5491	1	2	8	6
Cell5492	1	8	6	1
Cell5493	1	2	8	6
Cell5494	1	6	1	4
Cell5495	1	5	2	3
Cell5496	1	1	3	7
Cell5497	1	8	6	1
Cell5498	1	6	1	4
Cell5499	1	5	2	3
Cell5501	1	3	7	2
Cell5502	1	12	2	3
Cell5503	1	5	2	3
Cell5504	1	3	5	2
Cell5505	1	3	7	2
Cell5506	1	9	6	1
Cell5507	1	9	6	1
Cell5508	1	3	5	2
Cell5509	1	8	6	1
Cell5510	1	7	1	8
Cell5511	1	1	3	7
Cell5512	1	10	1	8
Cell5513	1	5	2	3
Cell5514	1	3	5	2
Cell5515	1	1	3	7
Cell5516	1	1	3	7
Cell5517	1	2	8	6
Cell5518	1	8	6	1
Cell5519	1	2	4	6
Cell5520	1	12	2	3
Cell5522	1	3	7	2
Cell5524	1	4	6	5
Cell5525	1	4	6	5
Cell5526	1	1	3	7
Cell5527	1	2	4	6
Cell5528	1	5	2	3
Cell5529	1	5	2	3
Cell5530	1	2	8	6
Cell5531	1	4	6	5
Cell5532	1	2	8	6
Cell5533	1	2	8	6
Cell5535	1	7	1	8
Cell5536	1	1	3	7
Cell5537	1	10	1	8
Cell5538	1	7	1	8
Cell5539	1	4	6	5
Cell5541	1	3	7	2
Cell5542	1	4	6	5
Cell5543	1	12	2	3
Cell5544	1	2	4	6
Cell5545	1	2	4	6
Cell5546	1	12	2	3
Cell5547	1	3	5	2
Cell5549	1	11	1	4
Cell5550	1	7	1	8
Cell5551	1	9	6	1
Cell5552	1	7	1	8
Cell5553	1	1	3	7
Cell5554	1	4	6	5
Cell5555	1	1	3	7
Cell5556	1	4	6	5
Cell5557	1	1	3	7
Cell5558	1	1	3	7
Cell5559	1	6	1	4
Cell5560	1	2	4	6
Cell5561	1	1	3	7
Cell5562	1	1	3	7
Cell5563	1	5	2	3
Cell5564	1	10	1	8
Cell5565	1	6	1	4
Cell5566	1	3	5	2
Cell5567	1	10	1	8
Cell5568	1	5	2	3
Cell5569	1	2	4	6
Cell5570	1	4	6	5
Cell5571	1	8	6	1
Cell5572	1	2	8	6
Cell5573	1	4	6	5
Cell5574	1	4	6	5
Cell5575	1	8	6	1
Cell5576	1	5	2	3
Cell5577	1	2	4	6
Cell5578	1	4	6	5
Cell5579	1	9	6	1
Cell5580	1	1	3	7
Cell5581	1	3	7	2
Cell5582	1	6	1	4
Cell5584	1	6	1	4
Cell5585	1	6	1	4
Cell5586	1	8	6	1
Cell5587	1	4	6	5
Cell5588	1	6	1	4
Cell5589	1	9	6	1
Cell5590	1	5	2	3
Cell5591	1	7	1	8
Cell5592	1	4	6	5
Cell5593	1	9	6	1
Cell5594	1	12	2	3
Cell5595	1	1	3	7
Cell5596	1	2	4	6
Cell5597	1	3	7	2
Cell5598	1	5	2	3
Cell5599	1	1	3	7
Cell5600	1	1	3	7
Cell5601	1	10	1	8
Cell5602	1	8	6	1
Cell5603	1	8	6	1
Cell5604	1	4	6	5
Cell5605	1	5	2	3
Cell5606	1	4	6	5
Cell5607	1	2	8	6
Cell5608	1	12	2	3
Cell5609	1	6	1	4
Cell5610	1	6	1	4
Cell5611	1	1	3	7
Cell5612	1	12	2	3
Cell5613	1	9	6	1
Cell5614	1	13	6	5
Cell5615	1	2	8	6
Cell5616	1	7	1	8
Cell5617	1	2	4	6
Cell5618	1	11	1	4
Cell5619	1	6	1	4
Cell5620	1	5	2	3
Cell5621	1	2	8	6
Cell5622	1	13	6	5
Cell5623	1	9	6	1
Cell5624	1	4	6	5
Cell5625	1	2	8	6
Cell5626	1	1	3	7
Cell5627	1	1	3	7
Cell5628	1	12	2	3
Cell5629	1	12	2	3
Cell5630	1	7	1	8
Cell5631	1	3	7	2
Cell5632	1	12	2	3
Cell5633	1	3	5	2
Cell5634	1	5	2	3
Cell5635	1	11	1	4
Cell5636	1	1	3	7
Cell5637	1	7	1	8
Cell5638	1	12	2	3
Cell5639	1	1	3	7
Cell5640	1	7	1	8
Cell5641	1	6	1	4
Cell5643	1	1	3	7
Cell5644	1	6	1	4
Cell5645	1	2	4	6
Cell5646	1	3	5	2
Cell5647	1	6	1	4
Cell5648	1	7	1	8
Cell5649	1	1	3	7
Cell5650	1	11	1	4
Cell5651	1	2	8	6
Cell5653	1	4	6	5
Cell5654	1	13	6	5
Cell5655	1	12	2	3
Cell5656	1	8	6	1
Cell5657	1	2	8	6
Cell5658	1	2	4	6
Cell5659	1	1	3	7
Cell5660	1	1	3	7
Cell5661	1	11	1	4
Cell5662	1	5	2	3
Cell5663	1	12	2	3
Cell5664	1	3	7	2
Cell5665	1	7	1	8
Cell5667	1	1	3	7
Cell5668	1	3	5	2
Cell5669	1	7	1	8
Cell5670	1	9	6	1
Cell5671	1	7	1	8
Cell5672	1	11	1	4
Cell5673	1	6	1	4
Cell5674	1	1	3	7
Cell5675	1	2	8	6
Cell5676	1	3	5	2
Cell5677	1	9	6	1
Cell5678	1	3	5	2
Cell5679	1	11	1	4
Cell5680	1	6	1	4
Cell5681	1	2	8	6
Cell5682	1	5	2	3
Cell5683	1	3	5	2
Cell5684	1	2	8	6
Cell5685	1	9	6	1
Cell5686	1	12	2	3
Cell5687	1	1	3	7
Cell5688	1	8	6	1
Cell5689	1	4	6	5
Cell5690	1	1	3	7
Cell5691	1	8	6	1
Cell5692	1	6	1	4
Cell5693	1	11	1	4
Cell5694	1	2	4	6
Cell5695	1	10	1	8
Cell5696	1	2	4	6
Cell5697	1	3	5	2
Cell5699	1	2	8	6
Cell5700	1	10	1	8
Cell5702	1	10	1	8
Cell5703	1	9	6	1
Cell5704	1	10	1	8
Cell5706	1	2	8	6
Cell5707	1	3	5	2
Cell5708	1	13	6	5
Cell5709	1	6	1	4
Cell5710	1	9	6	1
Cell5711	1	4	6	5
Cell5712	1	4	6	5
Cell5714	1	10	1	8
Cell5715	1	9	6	1
Cell5716	1	1	3	7
Cell5717	1	1	3	7
Cell5718	1	12	2	3
Cell5720	1	1	3	7
Cell5721	1	3	5	2
Cell5722	1	1	3	7
Cell5723	1	5	2	3
Cell5724	1	1	3	7
Cell5725	1	9	6	1
Cell5726	1	8	6	1
Cell5727	1	12	2	3
Cell5728	1	8	6	1
Cell5729	1	11	1	4
Cell5730	1	6	1	4
Cell5731	1	7	1	8
Cell5732	1	10	1	8
Cell5733	1	10	1	8
Cell5734	1	1	3	7
Cell5735	1	4	6	5
Cell5736	1	1	3	7
Cell5737	1	10	1	8
Cell5738	1	1	3	7
Cell5739	1	1	3	7
Cell5740	1	7	1	8
Cell5741	1	9	6	1
Cell5742	1	1	3	7
Cell5743	1	2	8	6
Cell5744	1	3	5	2
Cell5745	1	3	5	2
Cell5746	1	3	7	2
Cell5747	1	5	2	3
Cell5748	1	8	6	1
Cell5749	1	5	2	3
Cell5750	1	2	8	6
Cell5751	1	1	3	7
Cell5752	1	1	3	7
Cell5753	1	7	1	8
Cell5754	1	5	2	3
Cell5755	1	9	6	1
Cell5756	1	2	4	6
Cell5757	1	3	5	2
Cell5758	1	11	1	4
Cell5759	1	4	6	5
Cell5760	1	3	7	2
Cell5761	1	2	4	6
Cell5762	1	13	6	5
Cell5763	1	8	6	1
Cell5764	1	11	1	4
Cell5765	1	4	6	5
Cell5766	1	10	1	8
Cell5767	1	3	7	2
Cell5768	1	3	5	2
Cell5769	1	2	4	6
Cell5771	1	3	7	2
Cell5772	1	7	1	8
Cell5773	1	3	5	2
Cell5774	1	13	6	5
Cell5775	1	4	6	5
Cell5776	1	11	1	4
Cell5777	1	10	1	8
Cell5778	1	1	3	7
Cell5779	1	4	6	5
Cell5780	1	11	1	4
Cell5781	1	2	4	6
Cell5782	1	2	8	6
Cell5783	1	10	1	8
Cell5784	1	7	1	8
Cell5785	1	9	6	1
Cell5786	1	3	5	2
Cell5787	1	11	1	4
Cell5788	1	6	1	4
Cell5789	1	6	1	4
Cell5790	1	1	3	7
Cell5791	1	12	2	3
Cell5792	1	8	6	1
Cell5794	1	4	6	5
Cell5795	1	4	6	5
Cell5796	1	2	4	6
Cell5798	1	1	3	7
Cell5799	1	5	2	3
Cell5801	1	7	1	8
Cell5802	1	1	3	7
Cell5803	1	7	1	8
Cell5804	1	6	1	4
Cell5805	1	1	3	7
Cell5806	1	1	3	7
Cell5807	1	10	1	8
Cell5809	1	9	6	1
Cell5810	1	1	3	7
Cell5811	1	1	3	7
Cell5812	1	10	1	8
Cell5813	1	10	1	8
Cell5814	1	2	8	6
Cell5815	1	2	4	6
Cell5816	1	8	6	1
Cell5817	1	8	6	1
Cell5818	1	7	1	8
Cell5819	1	3	7	2
Cell5820	1	2	4	6
Cell5821	1	5	2	3
Cell5822	1	2	8	6
Cell5823	1	3	5	2
Cell5825	1	1	3	7
Cell5826	1	1	3	7
Cell5827	1	11	1	4
Cell5829	1	3	7	2
Cell5830	1	2	8	6
Cell5831	1	2	8	6
Cell5832	1	10	1	8
Cell5833	1	5	2	3
Cell5834	1	13	6	5
Cell5835	1	2	4	6
Cell5836	1	8	6	1
Cell5837	1	3	7	2
Cell5838	1	1	3	7
Cell5839	1	5	2	3
Cell5840	1	4	6	5
Cell5841	1	2	4	6
Cell5842	1	5	2	3
Cell5843	1	8	6	1
Cell5844	1	6	1	4
Cell5845	1	5	2	3
Cell5847	1	6	1	4
Cell5848	1	2	8	6
Cell5849	1	2	8	6
Cell5850	1	2	4	6
Cell5851	1	5	2	3
Cell5852	1	8	6	1
Cell5854	1	6	1	4
Cell5855	1	2	4	6
Cell5856	1	11	1	4
Cell5857	1	5	2	3
Cell5858	1	2	4	6
Cell5859	1	8	6	1
Cell5860	1	9	6	1
Cell5861	1	8	6	1
Cell5862	1	5	2	3
Cell5863	1	4	6	5
Cell5864	1	3	5	2
Cell5865	1	7	1	8
Cell5866	1	4	6	5
Cell5867	1	7	1	8
Cell5868	1	9	6	1
Cell5869	1	5	2	3
Cell5870	1	2	4	6
Cell5871	1	6	1	4
Cell5872	1	3	5	2
Cell5873	1	8	6	1
Cell5874	1	11	1	4
Cell5875	1	6	1	4
Cell5876	1	5	2	3
Cell5877	1	10	1	8
Cell5878	1	4	6	5
Cell5879	1	11	1	4
Cell5880	1	1	3	7
Cell5881	1	2	4	6
Cell5882	1	6	1	4
Cell5883	1	1	3	7
Cell5884	1	4	6	5
Cell5885	1	7	1	8
Cell5886	1	11	1	4
Cell5887	1	2	8	6
Cell5888	1	8	6	1
Cell5890	1	2	4	6
Cell5891	1	1	3	7
Cell5892	1	4	6	5
Cell5893	1	9	6	1
Cell5894	1	1	3	7
Cell5895	1	2	8	6
Cell5896	1	11	1	4
Cell5897	1	10	1	8
Cell5898	1	11	1	4
Cell5899	1	4	6	5
Cell5900	1	5	2	3
Cell5901	1	5	2	3
Cell5902	1	1	3	7
Cell5903	1	2	4	6
Cell5904	1	13	6	5
Cell5905	1	8	6	1
Cell5906	1	3	7	2
Cell5907	1	10	1	8
Cell5908	1	5	2	3
Cell5909	1	10	1	8
Cell5910	1	5	2	3
Cell5911	1	10	1	8
Cell5912	1	6	1	4
Cell5913	1	8	6	1
Cell5914	1	7	1	8
Cell5915	1	13	6	5
Cell5916	1	10	1	8
Cell5917	1	11	1	4
Cell5918	1	5	2	3
Cell5919	1	7	1	8
Cell5920	1	2	8	6
Cell5921	1	5	2	3
Cell5922	1	4	6	5
Cell5923	1	3	5	2
Cell5924	1	10	1	8
Cell5925	1	10	1	8
Cell5926	1	7	1	8
Cell5927	1	3	7	2
Cell5928	1	2	4	6
Cell5929	1	3	7	2
Cell5930	1	4	6	5
Cell5931	1	10	1	8
Cell5933	1	3	7	2
Cell5934	1	12	2	3
Cell5935	1	10	1	8
Cell5936	1	11	1	4
Cell5937	1	1	3	7
Cell5938	1	12	2	3
Cell5939	1	2	4	6
Cell5940	1	4	6	5
Cell5942	1	6	1	4
Cell5943	1	3	5	2
Cell5944	1	12	2	3
Cell5945	1	1	3	7
Cell5947	1	1	3	7
Cell5948	1	2	8	6
Cell5949	1	12	2	3
Cell5950	1	10	1	8
Cell5951	1	11	1	4
Cell5952	1	7	1	8
Cell5953	1	3	5	2
Cell5954	1	1	3	7
Cell5955	1	2	8	6
Cell5956	1	5	2	3
Cell5957	1	9	6	1
Cell5958	1	6	1	4
Cell5959	1	1	3	7
Cell5960	1	5	2	3
Cell5961	1	1	3	7
Cell5963	1	9	6	1
Cell5965	1	12	2	3
Cell5966	1	3	7	2
Cell5967	1	7	1	8
Cell5968	1	2	4	6
Cell5969	1	9	6	1
Cell5970	1	4	6	5
Cell5971	1	1	3	7
Cell5972	1	4	6	5
Cell5973	1	2	4	6
Cell5974	1	2	4	6
Cell5975	1	4	6	5
Cell5976	1	11	1	4
Cell5977	1	1	3	7
Cell5978	1	1	3	7
Cell5979	1	4	6	5
Cell5980	1	3	5	2
Cell5981	1	2	4	6
Cell5982	1	4	6	5
Cell5983	1	12	2	3
Cell5984	1	1	3	7
Cell5985	1	8	6	1
Cell5986	1	8	6	1
Cell5987	1	3	5	2
Cell5988	1	9	6	1
Cell5989	1	2	8	6
Cell5990	1	11	1	4
Cell5991	1	2	4	6
Cell5992	1	7	1	8
Cell5993	1	1	3	7
Cell5994	1	10	1	8
Cell5995	1	3	5	2
Cell5998	1	11	1	4
Cell5999	1	2	4	6
Cell6000	1	5	2	3
