,ID,did,seurat_cluster,kmeans_cluster,labels,MOEA,SOEA,PhenoGraph
2539,Cell2665,1,10,7,2,10,1,3
2540,Cell2666,1,14,8,1,9,8,8
2541,Cell2667,1,10,7,2,10,1,3
2542,Cell2668,1,11,14,7,3,5,4
2543,Cell2669,1,5,3,5,11,10,9
2544,Cell2670,1,13,11,9,12,11,6
2545,Cell2671,1,5,3,5,11,10,9
2546,Cell2672,1,16,9,6,8,12,11
2547,Cell2673,1,10,7,2,10,1,3
2548,Cell2674,1,14,8,1,9,8,8
2549,Cell2675,1,7,4,3,1,2,21
2550,Cell2676,1,12,14,11,14,3,5
2551,Cell2677,1,1,9,10,15,4,16
2552,Cell2678,1,10,7,2,10,1,3
2553,Cell2679,1,4,9,13,6,13,1
2554,Cell2680,1,16,9,6,8,12,11
2555,Cell2683,1,5,3,5,11,10,9
2556,Cell2684,1,12,14,11,14,3,5
2557,Cell2685,1,6,6,12,5,14,2
2558,Cell2686,1,16,9,6,8,12,11
2559,Cell2687,1,5,3,5,11,10,20
2560,Cell2688,1,6,6,12,5,14,2
2561,Cell2689,1,2,1,15,13,6,0
2562,Cell2690,1,10,7,2,10,1,3
2563,Cell2691,1,4,9,13,6,13,1
2564,Cell2692,1,16,9,6,8,12,11
2565,Cell2693,1,9,6,6,4,0,18
2566,Cell2694,1,12,14,11,14,3,5
2567,Cell2695,1,8,10,4,7,9,13
2568,Cell2696,1,15,5,8,0,15,7
2569,Cell2697,1,15,13,8,0,15,7
2570,Cell2698,1,16,9,6,8,12,11
2571,Cell2699,1,12,14,11,14,3,5
2572,Cell2700,1,7,4,3,1,2,10
2573,Cell2701,1,6,6,12,5,14,2
2574,Cell2702,1,6,6,12,5,14,2
2575,Cell2704,1,1,9,10,15,4,16
2576,Cell2705,1,1,9,10,15,4,12
2577,Cell2706,1,12,14,11,14,3,5
2578,Cell2707,1,6,6,12,5,14,2
2579,Cell2708,1,15,5,8,0,15,7
2580,Cell2709,1,12,14,11,14,3,5
2581,Cell2710,1,1,9,10,15,4,12
2582,Cell2711,1,5,3,5,11,10,9
2583,Cell2712,1,10,7,2,10,1,3
2584,Cell2713,1,9,6,14,4,0,18
2585,Cell2714,1,14,8,1,9,8,8
2586,Cell2715,1,10,7,2,10,1,3
2587,Cell2716,1,7,4,3,1,2,10
2588,Cell2717,1,2,15,15,13,6,0
2589,Cell2718,1,1,9,10,15,4,12
2590,Cell2719,1,9,6,14,4,0,14
2591,Cell2720,1,1,9,10,15,4,12
2592,Cell2721,1,2,1,15,13,6,0
2593,Cell2722,1,13,16,9,12,11,6
2594,Cell2723,1,4,9,13,6,13,1
2595,Cell2724,1,10,7,2,10,1,3
2596,Cell2725,1,14,8,1,9,8,8
2597,Cell2726,1,3,12,16,2,7,15
2598,Cell2727,1,4,9,13,6,13,1
2599,Cell2728,1,15,13,8,0,15,7
2600,Cell2729,1,14,8,1,9,8,8
2601,Cell2730,1,10,7,2,10,1,3
2602,Cell2731,1,16,9,6,8,12,11
2603,Cell2732,1,8,10,4,7,9,13
2604,Cell2733,1,9,6,14,4,0,14
2605,Cell2734,1,10,7,2,10,1,3
2606,Cell2735,1,16,9,6,8,12,11
2607,Cell2736,1,7,4,3,1,2,21
2608,Cell2737,1,4,9,13,6,13,1
2609,Cell2738,1,12,14,11,14,3,5
2610,Cell2739,1,10,7,2,10,1,3
2611,Cell2740,1,2,15,15,13,6,0
2612,Cell2741,1,10,7,2,10,1,3
2613,Cell2742,1,6,6,12,5,14,2
2614,Cell2743,1,7,4,3,1,2,21
2615,Cell2744,1,10,7,2,10,1,3
2616,Cell2745,1,9,6,14,4,0,14
2617,Cell2746,1,8,10,4,7,9,13
2618,Cell2747,1,3,12,16,2,7,15
2619,Cell2748,1,3,12,16,2,7,15
2620,Cell2749,1,13,11,9,12,11,6
2621,Cell2750,1,8,10,4,7,9,13
2622,Cell2751,1,1,9,10,15,4,16
2623,Cell2752,1,2,1,15,13,6,0
2624,Cell2753,1,11,14,7,3,5,4
2625,Cell2754,1,4,9,13,6,13,1
2626,Cell2755,1,1,9,10,15,4,12
2627,Cell2756,1,3,12,16,2,7,15
2628,Cell2757,1,14,8,1,9,8,8
2629,Cell2758,1,12,14,11,14,3,5
2630,Cell2759,1,3,12,16,2,7,15
2631,Cell2760,1,7,4,3,1,2,10
2632,Cell2761,1,10,7,2,10,1,3
2633,Cell2762,1,5,3,5,11,10,9
2634,Cell2763,1,14,8,1,9,8,8
2635,Cell2764,1,6,6,12,5,14,2
2636,Cell2765,1,2,1,15,13,6,0
2637,Cell2766,1,4,9,13,6,13,1
2638,Cell2767,1,12,14,11,14,3,5
2639,Cell2768,1,9,6,14,4,0,14
2640,Cell2769,1,11,14,7,3,5,4
2641,Cell2770,1,13,11,9,12,11,6
2642,Cell2771,1,3,12,16,2,7,17
2643,Cell2772,1,15,13,8,0,15,7
2644,Cell2773,1,15,5,8,0,15,7
2645,Cell2774,1,2,2,15,13,6,0
2646,Cell2775,1,4,9,13,6,13,1
2647,Cell2776,1,3,12,16,2,7,15
2648,Cell2777,1,8,10,4,7,9,19
2649,Cell2778,1,9,6,14,4,0,18
2650,Cell2779,1,10,7,2,10,1,3
2651,Cell2780,1,7,4,3,1,2,21
2652,Cell2781,1,13,16,9,12,11,6
2653,Cell2782,1,7,4,3,1,2,10
2654,Cell2783,1,3,12,16,2,7,17
2655,Cell2784,1,7,4,3,1,2,10
2656,Cell2785,1,2,2,15,13,6,0
2657,Cell2786,1,7,4,3,1,2,10
2658,Cell2787,1,14,8,1,9,8,8
2659,Cell2788,1,12,14,11,14,3,5
2660,Cell2789,1,12,14,11,14,3,5
2661,Cell2790,1,11,14,7,3,5,4
2662,Cell2791,1,4,9,13,6,13,1
2663,Cell2792,1,1,9,10,15,4,16
2664,Cell2793,1,7,4,3,1,2,10
2665,Cell2794,1,8,10,4,7,9,19
2666,Cell2795,1,16,9,6,8,12,11
2667,Cell2796,1,13,16,9,12,11,6
2668,Cell2797,1,12,14,11,14,3,5
2669,Cell2798,1,7,4,3,1,2,10
2670,Cell2799,1,13,11,9,12,11,6
2671,Cell2800,1,11,14,7,3,5,4
2672,Cell2801,1,12,14,11,14,3,5
2673,Cell2802,1,12,14,11,14,3,5
2674,Cell2803,1,1,9,6,15,4,12
2675,Cell2804,1,12,14,11,14,3,5
2676,Cell2805,1,11,14,7,3,5,4
2677,Cell2807,1,4,9,13,6,13,1
2678,Cell2808,1,14,8,1,9,8,8
2679,Cell2809,1,4,9,6,6,13,1
2680,Cell2810,1,7,4,3,1,2,10
2681,Cell2811,1,4,9,13,6,13,1
2682,Cell2812,1,2,1,15,13,6,0
2683,Cell2813,1,13,11,9,12,11,6
2684,Cell2814,1,7,4,3,1,2,10
2685,Cell2815,1,1,9,10,15,4,12
2686,Cell2816,1,2,1,15,13,6,0
2687,Cell2817,1,8,10,4,7,9,19
2688,Cell2818,1,6,6,12,5,14,2
2689,Cell2819,1,11,14,7,3,5,4
2690,Cell2820,1,5,3,5,11,10,9
2691,Cell2821,1,1,9,10,15,4,16
2692,Cell2822,1,13,11,9,12,11,6
2693,Cell2823,1,8,10,4,7,9,19
2694,Cell2824,1,6,6,12,5,14,2
2695,Cell2825,1,4,9,6,6,13,1
2696,Cell2826,1,10,7,2,10,1,3
2697,Cell2827,1,14,8,1,9,8,8
2698,Cell2828,1,3,12,16,2,7,17
2699,Cell2829,1,1,9,10,15,4,12
2700,Cell2830,1,1,9,10,15,4,12
2701,Cell2831,1,14,8,1,9,8,8
2702,Cell2832,1,13,11,9,12,11,6
2703,Cell2833,1,6,6,12,5,14,2
2704,Cell2834,1,3,12,16,2,7,17
2705,Cell2835,1,4,9,13,6,13,1
2706,Cell2836,1,3,12,16,2,7,17
2707,Cell2837,1,5,3,5,11,10,9
2708,Cell2838,1,2,1,15,13,6,0
2709,Cell2839,1,3,12,16,2,7,15
2710,Cell2840,1,1,9,10,15,4,12
2711,Cell2841,1,3,12,16,2,7,15
2712,Cell2842,1,2,1,15,13,6,0
2713,Cell2843,1,2,2,15,13,6,0
2714,Cell2844,1,14,8,1,9,8,8
2715,Cell2845,1,13,11,9,12,11,6
2716,Cell2847,1,6,6,12,5,14,2
2717,Cell2848,1,16,9,6,8,12,11
2718,Cell2849,1,13,16,9,12,11,6
2719,Cell2850,1,12,14,11,14,3,5
2720,Cell2851,1,3,12,16,2,7,17
2721,Cell2852,1,15,5,8,0,15,7
2722,Cell2853,1,6,6,12,5,14,2
2723,Cell2854,1,15,13,8,0,15,7
2724,Cell2855,1,4,9,13,6,13,1
2725,Cell2856,1,9,6,14,4,0,18
2726,Cell2857,1,1,9,10,15,4,12
2727,Cell2858,1,14,8,1,9,8,8
2728,Cell2859,1,14,8,1,9,8,8
2729,Cell2860,1,8,10,4,7,9,13
2730,Cell2861,1,4,9,13,6,13,1
2731,Cell2862,1,5,3,5,11,10,20
2732,Cell2863,1,1,9,10,15,4,12
2733,Cell2864,1,4,9,13,6,13,1
2734,Cell2865,1,15,13,8,0,15,7
2735,Cell2866,1,11,14,7,3,5,4
2736,Cell2868,1,15,13,8,0,15,7
2737,Cell2869,1,2,1,15,13,6,0
2738,Cell2870,1,6,6,12,5,14,2
2739,Cell2871,1,5,3,5,11,10,9
2740,Cell2872,1,7,4,3,1,2,21
2741,Cell2873,1,1,9,10,15,4,12
2742,Cell2874,1,13,16,9,12,11,6
2743,Cell2875,1,6,6,12,5,14,2
2744,Cell2876,1,7,4,6,1,2,10
2745,Cell2877,1,16,9,6,8,12,11
2746,Cell2878,1,15,13,8,0,15,7
2747,Cell2879,1,4,9,13,6,13,1
2748,Cell2880,1,8,10,4,7,9,19
2749,Cell2881,1,7,4,3,1,2,10
2750,Cell2882,1,6,6,12,5,14,2
2751,Cell2883,1,6,6,12,5,14,2
2752,Cell2884,1,14,8,1,9,8,8
2753,Cell2885,1,1,9,10,15,4,16
2754,Cell2886,1,15,13,8,0,15,7
2755,Cell2887,1,2,1,15,13,6,0
2756,Cell2888,1,13,11,9,12,11,6
2757,Cell2889,1,13,11,9,12,11,6
2758,Cell2890,1,9,6,14,4,0,14
2759,Cell2891,1,6,6,12,5,14,2
2760,Cell2892,1,2,15,15,13,6,0
2761,Cell2893,1,8,10,4,7,9,13
2762,Cell2894,1,12,14,11,14,3,5
2763,Cell2895,1,13,11,9,12,11,6
2764,Cell2896,1,4,9,13,6,13,1
2765,Cell2897,1,14,8,1,9,8,8
2766,Cell2898,1,12,14,11,14,3,5
2767,Cell2899,1,10,7,2,10,1,3
2768,Cell2900,1,5,3,5,11,10,9
2769,Cell2901,1,2,15,15,13,6,0
2770,Cell2902,1,13,16,9,12,11,6
2771,Cell2903,1,14,8,1,9,8,8
2772,Cell2904,1,4,9,13,6,13,1
2773,Cell2905,1,7,4,3,1,2,10
2774,Cell2906,1,1,9,10,15,4,16
2775,Cell2907,1,9,6,14,4,0,14
2776,Cell2908,1,13,16,9,12,11,6
2777,Cell2909,1,14,8,1,9,8,8
2778,Cell2910,1,4,9,13,6,13,1
2779,Cell2911,1,1,9,10,15,4,12
2780,Cell2912,1,7,4,3,1,2,21
2781,Cell2913,1,2,1,15,13,6,0
2782,Cell2914,1,13,16,9,12,11,6
2783,Cell2916,1,10,7,2,10,1,3
2784,Cell2917,1,12,14,6,14,3,5
2785,Cell2918,1,9,6,14,4,0,14
2786,Cell2920,1,5,3,5,11,10,20
2787,Cell2922,1,16,9,6,8,12,11
2788,Cell2923,1,14,8,1,9,8,8
2789,Cell2924,1,8,10,4,7,9,19
2790,Cell2925,1,8,10,4,7,9,19
2791,Cell2926,1,15,5,8,0,15,7
2792,Cell2928,1,4,9,13,6,13,1
2793,Cell2929,1,6,6,12,5,14,2
2794,Cell2930,1,5,3,5,11,10,9
2795,Cell2931,1,11,14,7,3,5,4
2796,Cell2932,1,2,15,15,13,6,0
2797,Cell2933,1,15,13,8,0,15,7
2798,Cell2934,1,14,8,1,9,8,8
2799,Cell2935,1,8,10,4,7,9,13
2800,Cell2936,1,9,6,14,4,0,18
2801,Cell2937,1,2,2,15,13,6,0
2802,Cell2938,1,5,3,5,11,10,9
2803,Cell2939,1,12,14,11,14,3,5
2804,Cell2940,1,8,10,4,7,9,13
2805,Cell2941,1,6,6,12,5,14,2
2806,Cell2942,1,12,14,11,14,3,5
2807,Cell2943,1,4,9,13,6,13,1
2808,Cell2944,1,2,1,15,13,6,0
2809,Cell2945,1,15,5,8,0,15,7
2810,Cell2946,1,11,14,7,3,5,4
2811,Cell2947,1,14,8,1,9,8,8
2812,Cell2948,1,14,8,6,9,8,8
2813,Cell2949,1,2,1,15,13,6,0
2814,Cell2950,1,1,9,10,15,4,12
2815,Cell2951,1,7,4,3,1,2,10
2816,Cell2952,1,10,7,2,10,1,3
2817,Cell2953,1,1,9,10,15,4,12
2818,Cell2954,1,4,9,6,6,13,1
2819,Cell2955,1,12,14,11,14,3,5
2820,Cell2956,1,6,6,12,5,14,2
2821,Cell2957,1,16,9,6,8,12,11
2822,Cell2958,1,5,3,5,11,10,9
2823,Cell2959,1,13,11,9,12,11,6
2824,Cell2960,1,10,7,2,10,1,3
2825,Cell2961,1,12,14,11,14,3,5
2826,Cell2962,1,6,6,12,5,14,2
2827,Cell2963,1,12,14,11,14,3,5
2828,Cell2964,1,16,9,6,8,12,11
2829,Cell2965,1,16,9,6,8,12,11
2830,Cell2966,1,4,9,13,6,13,1
2831,Cell2967,1,9,6,14,4,0,18
2832,Cell2968,1,12,14,11,14,3,5
2833,Cell2969,1,4,9,13,6,13,1
2834,Cell2970,1,11,14,7,3,5,4
2835,Cell2971,1,3,12,16,2,7,15
2836,Cell2972,1,5,3,5,11,10,9
2837,Cell2973,1,7,4,3,1,2,10
2838,Cell2974,1,2,2,15,13,6,0
2839,Cell2975,1,12,14,11,14,3,5
2840,Cell2976,1,14,8,1,9,8,8
2841,Cell2977,1,11,14,7,3,5,4
2842,Cell2978,1,7,4,3,1,2,10
2843,Cell2979,1,13,11,9,12,11,6
2844,Cell2980,1,6,6,12,5,14,2
2845,Cell2981,1,3,12,16,2,7,17
2846,Cell2982,1,3,12,16,2,7,17
2847,Cell2983,1,6,6,12,5,14,2
2848,Cell2984,1,5,3,5,11,10,9
2849,Cell2985,1,5,3,5,11,10,9
2850,Cell2986,1,15,5,8,0,15,7
2851,Cell2988,1,2,15,15,13,6,0
2852,Cell2989,1,4,9,13,6,13,1
2853,Cell2990,1,2,15,15,13,6,0
2854,Cell2991,1,9,6,14,4,0,14
2855,Cell2992,1,6,6,12,5,14,2
2856,Cell2993,1,5,3,5,11,10,20
2857,Cell2995,1,7,4,3,1,2,10
2858,Cell2996,1,8,10,4,7,9,13
2859,Cell2997,1,11,14,7,3,5,4
2860,Cell2998,1,1,9,10,15,4,16
2861,Cell2999,1,11,14,7,3,5,4
2862,Cell3000,1,12,14,11,14,3,5
2863,Cell3001,1,12,14,11,14,3,5
2864,Cell3002,1,5,3,5,11,10,9
2865,Cell3003,1,3,12,16,2,7,17
2866,Cell3004,1,10,7,2,10,1,3
2867,Cell3005,1,8,10,4,7,9,19
2868,Cell3006,1,4,9,13,6,13,1
2869,Cell3007,1,3,12,16,2,7,15
2870,Cell3008,1,6,6,12,5,14,2
2871,Cell3009,1,9,6,14,4,0,18
2872,Cell3010,1,7,4,3,1,2,10
2873,Cell3011,1,13,16,9,12,11,6
2874,Cell3012,1,13,11,9,12,11,6
2875,Cell3013,1,4,9,13,6,13,1
2876,Cell3014,1,11,14,7,3,5,4
2877,Cell3015,1,15,13,8,0,15,7
2878,Cell3016,1,1,9,10,15,4,16
2879,Cell3017,1,15,13,8,0,15,7
2880,Cell3018,1,2,2,15,13,6,0
2881,Cell3019,1,5,3,5,11,10,20
2882,Cell3020,1,14,8,1,9,8,8
2883,Cell3021,1,6,6,12,5,14,2
2884,Cell3022,1,9,6,14,4,0,14
2885,Cell3023,1,10,7,2,10,1,3
2886,Cell3024,1,2,15,15,13,6,0
2887,Cell3025,1,1,9,10,15,4,16
2888,Cell3026,1,6,6,12,5,14,2
2889,Cell3027,1,10,7,2,10,1,3
2890,Cell3028,1,10,7,2,10,1,3
2891,Cell3029,1,10,7,2,10,1,3
2892,Cell3030,1,11,14,7,3,5,4
2893,Cell3031,1,4,9,13,6,13,1
2894,Cell3032,1,14,8,1,9,8,8
2895,Cell3033,1,6,6,12,5,14,2
2896,Cell3034,1,8,10,4,7,9,19
2897,Cell3035,1,7,4,6,1,2,10
2898,Cell3036,1,12,14,11,14,3,5
2899,Cell3037,1,8,10,4,7,9,13
2900,Cell3038,1,6,6,12,5,14,2
2901,Cell3039,1,8,10,4,7,9,13
2902,Cell3040,1,9,6,14,4,0,18
2903,Cell3042,1,4,9,13,6,13,1
2904,Cell3043,1,2,1,15,13,6,0
2905,Cell3044,1,6,6,12,5,14,2
2906,Cell3045,1,7,4,3,1,2,21
2907,Cell3046,1,11,14,7,3,5,4
2908,Cell3047,1,15,13,8,0,15,7
2909,Cell3048,1,10,7,2,10,1,3
2910,Cell3049,1,3,12,16,2,7,17
2911,Cell3050,1,9,6,14,4,0,14
2912,Cell3051,1,11,14,7,3,5,4
2913,Cell3052,1,2,2,15,13,6,0
2914,Cell3053,1,5,3,5,11,10,20
2915,Cell3054,1,3,12,16,2,7,15
2916,Cell3055,1,15,5,8,0,15,7
2917,Cell3056,1,2,1,15,13,6,0
2918,Cell3058,1,14,8,1,9,8,8
2919,Cell3059,1,13,11,9,12,11,6
2920,Cell3060,1,5,3,5,11,10,9
2921,Cell3061,1,12,14,11,14,3,5
2922,Cell3062,1,14,8,1,9,8,8
2923,Cell3063,1,12,14,11,14,3,5
2924,Cell3064,1,5,3,5,11,10,20
2925,Cell3065,1,16,9,6,8,12,11
2926,Cell3066,1,1,9,10,15,4,16
2927,Cell3067,1,7,4,3,1,2,10
2928,Cell3068,1,9,6,14,4,0,14
2929,Cell3069,1,6,6,12,5,14,2
2930,Cell3070,1,2,2,15,13,6,0
2931,Cell3071,1,14,8,1,9,8,8
2932,Cell3072,1,5,3,5,11,10,9
2933,Cell3073,1,2,1,15,13,6,0
2934,Cell3074,1,7,4,3,1,2,10
2935,Cell3075,1,12,14,11,14,3,5
2936,Cell3076,1,9,6,14,4,0,14
2937,Cell3077,1,12,14,11,14,3,5
2938,Cell3078,1,1,9,10,15,4,12
2939,Cell3079,1,1,9,10,15,4,16
2940,Cell3080,1,4,9,13,6,13,1
2941,Cell3081,1,7,4,3,1,2,21
2942,Cell3082,1,13,11,9,12,11,6
2943,Cell3083,1,1,9,6,15,4,16
2944,Cell3084,1,3,12,16,2,7,15
2945,Cell3085,1,3,12,16,2,7,17
2946,Cell3087,1,16,9,6,15,12,11
2947,Cell3088,1,16,9,6,8,12,11
2948,Cell3090,1,15,13,8,0,15,7
2949,Cell3091,1,13,11,9,12,11,6
2950,Cell3092,1,9,6,14,4,0,14
2951,Cell3093,1,4,9,13,6,13,1
2952,Cell3094,1,4,9,13,6,13,1
2953,Cell3095,1,1,9,6,15,4,16
2954,Cell3096,1,5,3,5,11,10,9
2955,Cell3097,1,4,9,13,6,13,1
2956,Cell3098,1,3,12,16,2,7,17
2957,Cell3099,1,4,9,13,6,13,1
2958,Cell3100,1,3,12,16,2,7,17
2959,Cell3101,1,4,9,13,6,13,1
2960,Cell3102,1,15,13,8,0,15,7
2961,Cell3103,1,6,6,12,5,14,2
2962,Cell3104,1,2,1,15,13,6,0
2963,Cell3105,1,6,6,12,5,14,2
2964,Cell3106,1,10,7,2,10,1,3
2965,Cell3107,1,5,3,5,11,10,9
2966,Cell3108,1,3,12,16,2,7,15
2967,Cell3109,1,1,9,10,15,4,12
2968,Cell3110,1,13,16,9,12,11,6
2969,Cell3111,1,5,3,5,11,10,9
2970,Cell3113,1,3,12,16,2,7,15
2971,Cell3114,1,5,3,5,11,10,20
2972,Cell3115,1,3,12,16,2,7,15
2973,Cell3116,1,1,9,10,15,4,12
2974,Cell3117,1,3,12,16,2,7,17
2975,Cell3118,1,15,5,8,0,15,7
2976,Cell3119,1,7,4,3,1,2,21
2977,Cell3120,1,12,14,11,14,3,5
2978,Cell3121,1,12,14,11,14,3,5
2979,Cell3122,1,7,4,3,1,2,10
2980,Cell3123,1,9,6,14,4,0,14
2981,Cell3125,1,15,13,8,0,15,7
2982,Cell3126,1,8,10,4,7,9,13
2983,Cell3127,1,6,6,12,5,14,2
2984,Cell3128,1,16,9,6,8,12,11
2985,Cell3129,1,11,14,7,3,5,4
2986,Cell3130,1,1,9,10,15,4,12
2987,Cell3131,1,11,14,7,3,5,4
2988,Cell3132,1,7,4,3,1,2,10
2989,Cell3133,1,15,13,8,0,15,7
2990,Cell3135,1,1,9,10,15,4,12
2991,Cell3136,1,4,9,13,6,13,1
2992,Cell3137,1,8,10,4,7,9,19
2993,Cell3138,1,7,4,3,1,2,10
2994,Cell3139,1,4,9,13,6,13,1
2995,Cell3140,1,2,15,15,13,6,0
2996,Cell3141,1,9,6,14,4,0,18
2997,Cell3142,1,3,12,16,2,7,15
2998,Cell3143,1,8,10,4,7,9,19
2999,Cell3144,1,1,9,10,15,4,16
3000,Cell3145,1,4,9,6,6,13,11
3001,Cell3146,1,1,9,10,15,4,16
3002,Cell3147,1,10,7,2,10,1,3
3003,Cell3148,1,9,6,14,4,0,18
3004,Cell3149,1,14,8,1,9,8,8
3005,Cell3150,1,2,2,15,13,6,0
3006,Cell3151,1,16,9,6,8,12,11
3007,Cell3152,1,5,3,5,11,10,9
3008,Cell3153,1,2,15,15,13,6,0
3009,Cell3154,1,7,4,3,1,2,10
3010,Cell3155,1,16,9,6,8,12,11
3011,Cell3156,1,12,14,11,14,3,5
3012,Cell3157,1,2,1,15,13,6,0
3013,Cell3158,1,7,4,3,1,2,10
3014,Cell3159,1,9,6,14,4,0,18
3015,Cell3160,1,2,2,15,13,6,0
3016,Cell3161,1,16,9,6,8,12,11
3017,Cell3162,1,9,6,14,4,0,14
3018,Cell3164,1,1,9,10,15,4,12
3019,Cell3165,1,13,11,9,12,11,6
3020,Cell3166,1,4,9,13,6,13,1
3021,Cell3167,1,10,7,2,10,1,3
3022,Cell3168,1,12,14,11,14,3,5
3023,Cell3169,1,5,3,5,11,10,9
3024,Cell3170,1,9,6,14,4,0,18
3025,Cell3171,1,6,6,12,5,14,2
3026,Cell3172,1,13,16,9,12,11,6
3027,Cell3173,1,4,9,13,6,13,1
3028,Cell3175,1,14,8,1,9,8,8
3029,Cell3176,1,12,14,11,14,3,5
3030,Cell3178,1,4,9,13,6,13,1
3031,Cell3179,1,1,9,10,15,4,16
3032,Cell3180,1,6,6,12,5,14,2
3033,Cell3181,1,6,6,12,5,14,2
3034,Cell3182,1,12,14,11,14,3,5
3035,Cell3183,1,7,4,3,1,2,21
3036,Cell3184,1,16,9,6,8,12,11
3037,Cell3185,1,15,13,8,0,15,7
3038,Cell3186,1,8,10,4,7,9,13
3039,Cell3187,1,4,9,13,6,13,1
3040,Cell3188,1,2,15,15,13,6,0
3041,Cell3189,1,11,14,7,3,5,4
3042,Cell3190,1,3,12,16,2,7,15
3043,Cell3191,1,12,14,11,14,3,5
3044,Cell3192,1,7,4,3,1,2,10
3045,Cell3193,1,16,9,6,8,12,11
3046,Cell3194,1,9,6,14,4,0,18
3047,Cell3195,1,1,9,10,15,4,16
3048,Cell3196,1,1,9,10,15,4,12
3049,Cell3197,1,2,1,15,13,6,0
3050,Cell3198,1,9,6,14,4,0,14
3051,Cell3199,1,3,12,16,2,7,17
3052,Cell3200,1,9,6,14,4,0,14
3053,Cell3201,1,9,6,14,4,0,14
3054,Cell3202,1,8,10,4,7,9,13
3055,Cell3203,1,3,12,16,2,7,15
3056,Cell3204,1,14,8,1,9,8,8
3057,Cell3205,1,15,13,8,0,15,7
3058,Cell3207,1,8,10,4,7,9,13
3059,Cell3208,1,5,3,5,11,10,20
3060,Cell3209,1,14,8,1,9,8,8
3061,Cell3210,1,11,14,7,3,5,4
3062,Cell3211,1,2,15,15,13,6,0
3063,Cell3212,1,1,9,10,15,4,12
3064,Cell3213,1,9,6,14,4,0,18
3065,Cell3214,1,8,10,4,7,9,13
3066,Cell3215,1,12,14,11,14,3,5
3067,Cell3216,1,10,7,2,10,1,3
3068,Cell3217,1,15,13,8,0,15,7
3069,Cell3218,1,12,14,11,14,3,5
3070,Cell3219,1,8,10,4,7,9,13
3071,Cell3220,1,2,15,15,13,6,0
3072,Cell3221,1,9,6,14,4,0,18
3073,Cell3222,1,13,16,9,12,11,6
3074,Cell3223,1,13,11,9,12,11,6
3075,Cell3224,1,16,9,6,8,12,11
3076,Cell3225,1,6,6,12,5,14,2
3077,Cell3226,1,7,4,3,1,2,10
3078,Cell3227,1,9,6,14,4,0,14
3079,Cell3228,1,4,9,13,6,13,1
3080,Cell3229,1,3,12,16,2,7,15
3081,Cell3230,1,15,13,8,0,15,7
3082,Cell3231,1,4,9,13,6,13,1
3083,Cell3232,1,3,12,16,2,7,15
3084,Cell3233,1,10,7,2,10,1,3
3085,Cell3234,1,12,14,11,14,3,5
3086,Cell3235,1,11,14,7,3,5,4
3087,Cell3236,1,2,15,15,13,6,0
3088,Cell3237,1,4,9,13,6,13,1
3089,Cell3238,1,1,9,10,15,4,12
3090,Cell3239,1,7,4,3,1,2,10
3091,Cell3240,1,15,5,8,0,15,7
3092,Cell3241,1,14,8,1,9,8,8
3093,Cell3242,1,6,6,12,5,14,2
3094,Cell3243,1,3,12,16,2,7,17
3095,Cell3244,1,1,9,10,15,4,16
3096,Cell3245,1,1,9,10,15,4,12
3097,Cell3246,1,11,14,7,3,5,4
3098,Cell3247,1,9,6,14,4,0,14
3099,Cell3248,1,3,12,16,2,7,15
3100,Cell3249,1,1,9,10,15,4,16
3101,Cell3250,1,10,7,2,10,1,3
3102,Cell3251,1,1,9,10,15,4,12
3103,Cell3252,1,11,14,7,3,5,4
3104,Cell3253,1,9,6,14,4,0,18
3105,Cell3254,1,5,3,5,11,10,9
3106,Cell3255,1,4,9,13,6,13,1
3107,Cell3256,1,9,6,14,4,0,14
3108,Cell3257,1,14,8,1,9,8,8
3109,Cell3258,1,15,13,8,0,15,7
3110,Cell3259,1,14,8,1,9,8,8
3111,Cell3260,1,10,7,2,10,1,3
3112,Cell3261,1,1,9,10,15,4,16
3113,Cell3262,1,5,3,5,11,10,9
3114,Cell3263,1,8,10,4,7,9,19
3115,Cell3264,1,9,6,14,4,0,14
3116,Cell3265,1,16,9,6,8,12,11
3117,Cell3266,1,10,7,2,10,1,3
3118,Cell3267,1,14,8,1,9,8,8
3119,Cell3268,1,8,10,4,7,9,19
3120,Cell3269,1,7,4,3,1,2,10
3121,Cell3270,1,4,9,13,6,13,1
3122,Cell3272,1,11,14,7,3,5,4
3123,Cell3273,1,1,9,10,15,4,12
3124,Cell3274,1,6,6,12,5,14,2
3125,Cell3275,1,15,5,8,0,15,7
3126,Cell3276,1,4,9,13,6,13,1
3127,Cell3277,1,6,6,12,5,14,2
3128,Cell3279,1,7,4,3,1,2,21
3129,Cell3280,1,1,9,10,15,4,12
3130,Cell3281,1,6,6,12,5,14,2
3131,Cell3282,1,15,13,8,0,15,7
3132,Cell3283,1,15,13,8,0,15,7
3133,Cell3284,1,10,7,2,10,1,3
3134,Cell3285,1,10,7,2,10,1,3
3135,Cell3286,1,6,6,12,5,14,2
3136,Cell3287,1,9,6,14,4,0,14
3137,Cell3288,1,13,11,9,12,11,6
3138,Cell3289,1,2,15,15,13,6,0
3139,Cell3290,1,12,14,11,14,3,5
3140,Cell3291,1,10,7,2,10,1,3
3141,Cell3292,1,14,8,1,9,8,8
3142,Cell3293,1,14,8,1,9,8,8
3143,Cell3294,1,6,6,12,5,14,2
3144,Cell3295,1,5,3,5,11,10,9
